empty_slots,free_bikes,station_id,latitude_x,longitude_x,name,timestamp,extra_ebikes,extra_has_ebikes,extra_last_updated,extra_payment,extra_payment-terminal,extra_rental_uris_android,extra_rental_uris_ios,extra_renting,extra_returning,extra_slots,extra_uid,extra_address,longitude_y,latitude_y,elevation,avg_venue_elev_100m,venue_id_count,max_venue_elev,min_venue_elev,average_elevation_delta,station_size,free_reg_bikes,ebike_use_ratio,venue_range,station_avg_uphill_yes
21,2,d436129450e3a2223972a9b3f7134f73,37.8723555,-122.2664467,University Ave at Oxford St,2023-08-22T02:33:57.095000Z,0,True,1692671540,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,3494fb75-e57c-491f-a6e7-c2440c3a37e3,,-122.2664467,37.8723555,62.087692261,59.922101020750006,4.0,60.643203735,59.053405762,2.165591240249995,23,2,0.0,1.5897979730000031,1
9,10,1596efd5fa00679aefd3b5d3d1b2ef26,37.866249,-122.2993708,Addison St at Fourth St,2023-08-22T02:33:57.218000Z,0,True,1692671475,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,d1e31ce1-f129-48e0-bfe9-ba2674ed2daa,,-122.2993708,37.866249,6.036829948,5.92290163,1.0,5.92290163,5.92290163,0.11392831800000014,19,10,0.0,0.0,1
8,14,0d5e25e4358800e347be5dd9808fabb5,37.8658466,-122.2674431,Channing Way at Shattuck Ave,2023-08-22T02:33:57.438000Z,0,True,1692671462,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,76709a87-13a8-4df3-a971-073c79fcf6b0,,-122.2674431,37.8658466,54.559501648,54.14707056699999,3.0,55.429801941,53.125152588,0.41243108100000825,22,14,0.0,2.304649353000002,1
18,0,4a2e731c87e9a1e07ad0f5c8a91efd4b,37.86641794050319,-122.25379943847656,Haste St at College Ave,2023-08-22T02:33:57.383000Z,0,True,1692671455,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,bd5a77f6-ebbe-496b-9887-069c87c7a423,,-122.25379943847656,37.86641794050319,92.959060669,92.959060669,0.0,92.959060669,92.959060669,0.0,18,0,,0.0,1
2,12,9cc649af249977ff781d4b755abd4388,37.87055532905745,-122.27972030639648,California St at University Ave,2023-08-22T02:33:57.407000Z,0,True,1692671473,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,f82dccaa-6309-4a54-a405-fe94412f71d6,,-122.27972030639648,37.87055532905745,37.768032074,38.379514058666665,3.0,40.599449158,36.630058289,-0.6114819846666677,14,12,0.0,3.9693908690000015,0
2,13,569d5c153e5380ea2f286b48217ec566,37.870407115465376,-122.29967594146729,Fifth St at Delaware St,2023-08-22T02:33:57.186000Z,0,True,1692671539,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,08f875e7-d696-4a4d-9656-43f07a953de4,,-122.29967594146729,37.870407115465376,5.73551178,5.07414472125,4.0,5.280045033,4.886597157,0.6613670587500007,15,13,0.0,0.39344787600000064,1
7,8,af8c8625437ce60d8d247d158945ebd8,37.88022244590679,-122.26959228515624,Vine St at Shattuck Ave,2023-08-22T02:33:57.145000Z,0,True,1692671488,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,618c724d-9025-470b-8621-4500a9b69773,,-122.26959228515624,37.88022244590679,75.150146484,76.31311198664285,14.0,80.459693909,73.649406433,-1.162965502642848,15,8,0.0,6.810287475999999,0
12,11,8be5197057004601e172a2eb9bbe1f11,37.87657254910685,-122.26952791213988,Virginia St at Shattuck Ave,2023-08-22T02:33:57.495000Z,0,True,1692671506,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,5d2b4506-3169-4f9a-af15-31c78768917a,,-122.26952791213988,37.87657254910685,69.332824707,70.27874374400001,8.0,71.253089905,69.293060303,-0.9459190370000101,23,11,0.0,1.9600296019999917,0
6,9,02f7cffdcfad5a5d9863c1b70a7eb17c,37.849594967776646,-122.26556897163393,Alcatraz Ave at Shattuck Ave,2023-08-22T02:33:57.364000Z,0,True,1692671486,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,04059da9-ebad-42e8-928b-14e5e3edf26f,,-122.26556897163393,37.849594967776646,39.594684601,40.2182064055,2.0,40.47359848,39.962814331,-0.623521804500001,15,9,0.0,0.5107841490000027,0
15,4,ebbfe1c4b86ffc03d3be17ba20a6ec99,37.8465156,-122.2653043,Bushrod Park,2023-08-22T02:33:57.187000Z,0,True,1692671544,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,48e675de-7b94-49ff-bb5e-fa146c243599,,-122.2653043,37.8465156,37.070049286,38.378704071,2.0,38.378704071,38.378704071,-1.3086547850000017,19,4,0.0,0.0,0
9,10,6ad0aba1d60a8bba74e69b3c7278acb8,37.81498823042416,-122.2748440504074,Isabella St at San Pablo Ave,2023-08-22T02:33:57.122000Z,0,True,1692671460,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,e9b45d4b-900e-4d9f-bb75-74dcea012859,,-122.2748440504074,37.81498823042416,7.257241726,6.983756542,1.0,6.983756542,6.983756542,0.2734851840000001,19,10,0.0,0.0,1
15,0,4deef404025cb87bec9c395b953cdfd9,37.8513755,-122.2525233,College Ave at Alcatraz Ave,2023-08-22T02:33:57.107000Z,0,True,1692671557,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,76d7eeec-413a-4940-9bc2-8222d35f8fdc,,-122.2525233,37.8513755,65.124000549,64.91649627685715,7.0,65.258712769,64.577049255,0.20750427214285594,15,0,,0.6816635139999931,1
25,2,c2648d0ffed4d1f710ccaf79e9a304fa,37.8005161,-122.2720799,Franklin St at 9th St,2023-08-22T02:33:57.201000Z,0,True,1692671455,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,09c20e68-4f8c-4723-ae8f-bac3dd927848,,-122.2720799,37.8005161,12.274267197,12.2991995813125,16.0,12.732111931,11.641897202,-0.024932384312499778,27,2,0.0,1.0902147290000013,0
15,12,8302e5d11a6c84bac27a774de41474f9,37.7973195,-122.2653199,Lake Merritt BART Station,2023-08-22T02:33:57.485000Z,0,True,1692671466,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,26,ce264eb5-ebfe-4a03-8bd3-e319c32614ec,,-122.2653199,37.7973195,9.826106071,8.9165807726,5.0,9.193284035,8.521791458,0.9095252984000002,27,12,0.0,0.6714925770000004,1
7,12,43944ce65c342e60c0ccf1c9f5ec51f6,37.79857210846256,-122.40086898207666,Broadway at Battery St,2023-08-22T02:33:57.535000Z,8,True,1692671544,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,75f6691a-df0a-4d7a-8b35-e5ffe33add4f,,-122.40086898207666,37.79857210846256,6.868488789,5.950008948833333,6.0,7.213198185,4.718314171,0.9184798401666665,19,4,2.0,2.494884014,1
5,18,60031404d0e98d8de9b6531836dc0888,37.34113203547954,-121.8928438425064,2nd St at Julian St,2023-08-22T02:33:57.432000Z,0,True,1692671493,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,ccf416f8-ccc0-4f82-a659-e5d7851d2bcb,,-121.8928438425064,37.34113203547954,24.080944061,24.080944061,0.0,24.080944061,24.080944061,0.0,23,18,0.0,0.0,1
4,26,a7d703c1d843d22ee42adb5e6db291da,37.755367132158526,-122.38879501819608,23rd St at Tennessee St,2023-08-22T02:33:57.194000Z,23,True,1692671516,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,31,194a64ab-b6b4-4724-bd21-01b4e9cbe629,,-122.38879501819608,37.755367132158526,5.988184452,5.988184452,0.0,5.988184452,5.988184452,0.0,30,3,7.666666666666667,0.0,1
8,12,5ea5e58b4dc5550721049acb54220651,37.72694296622841,-122.40659952163696,Goettingen St at Bacon St,2023-08-22T02:33:57.192000Z,10,True,1692671555,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,21,c0bc3212-1e26-438b-9ebd-ea1d1c8e92ef,,-122.40659952163696,37.72694296622841,26.709417343,26.709417343,0.0,26.709417343,26.709417343,0.0,20,2,5.0,0.0,1
11,8,c2e3051962238764d5e968e6f4544485,37.86906047545393,-122.29339957237242,10th St at University Ave,2023-08-22T02:33:57.289000Z,0,True,1692671549,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,72266876-876c-41a9-a1d7-c4b4306b42c3,,-122.29339957237242,37.86906047545393,13.524502754,15.934304554999999,3.0,16.021736145,15.779441833,-2.4098018009999986,19,8,0.0,0.2422943119999985,0
21,10,33424dfd71dd02911d83b5b683e55791,37.771431362921085,-122.40578681230544,8th St at Brannan St,2023-08-22T02:33:57.472000Z,0,True,1692671529,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,31,49cb42b6-8a2e-4e19-a4b5-0f70c5b45d39,,-122.40578681230544,37.771431362921085,3.992149353,4.490315676,2.0,4.953284264,4.027347088,-0.49816632299999997,31,10,0.0,0.9259371759999997,0
2,17,3367402e41d84a3c70c5056e5312bb24,37.72927865173028,-122.39289611577988,Williams Ave at 3rd St,2023-08-22T02:33:57.199000Z,15,True,1692671523,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,c4c4484d-0e18-44d4-a992-c5d0550ba94d,,-122.39289611577988,37.72927865173028,15.486762047,14.587299346999998,3.0,17.540973663,10.825912476,0.8994627000000008,19,2,7.5,6.715061187,1
14,5,c8131aed6f3df2f78149eb338df66e66,37.8178269,-122.2756976,San Pablo Ave at 27th St,2023-08-22T02:33:57.281000Z,0,True,1692671560,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,8a7e7744-c516-46b9-b079-2a6d3afc2383,,-122.2756976,37.8178269,8.438581467,8.562092781,1.0,8.562092781,8.562092781,-0.12351131399999993,19,5,0.0,0.0,0
18,4,8ecedfe82a3e35413e8a45da10ace67b,37.8277573,-122.2567156,Broadway at 40th St,2023-08-22T02:33:57.480000Z,0,True,1692671567,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,76d741e6-6b22-4d6a-a16f-8dbd7ab51c6f,,-122.2567156,37.8277573,27.630176544,28.4427772522,10.0,31.706375122,27.479768753,-0.812600708199998,22,4,0.0,4.226606369000002,0
19,8,891294b26b673dc172e2dc00d96ccf2e,37.3509643,-121.9020161,Mission St at 1st St,2023-08-22T02:33:57.337000Z,1,True,1692671505,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,0d730ac1-7ce6-45cf-aca6-b412ea46709d,,-121.9020161,37.3509643,18.913591385,18.913591385,0.0,18.913591385,18.913591385,0.0,27,7,0.14285714285714285,0.0,1
14,3,7c2a6fcca214cf03806ad50164de0f0e,37.3383952,-121.8807965,9th St at San Fernando St,2023-08-22T02:33:57.353000Z,0,True,1692671542,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,7dfd8e07-81a8-4734-bc70-5e47aadbfa5a,,-121.8807965,37.3383952,25.612653732,25.612653732,0.0,25.612653732,25.612653732,0.0,17,3,0.0,0.0,1
18,4,a4d58de82f6475801e4bf6cf97ecd387,37.3371223728942,-121.88321471214294,San Fernando St at 7th St,2023-08-22T02:33:57.157000Z,2,True,1692671523,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,22,ed707a89-a68d-4921-a4cb-16c268e45a5b,,-121.88321471214294,37.3371223728942,25.375082016,25.450350761499998,2.0,25.515026093,25.38567543,-0.07526874549999718,22,2,1.0,0.1293506630000003,0
17,9,086b31d113c141a26d19612139ad8956,37.78352083526095,-122.43115782737732,Webster St at O'Farrell St,2023-08-22T02:33:57.552000Z,6,True,1692671492,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,3c2ae472-6b36-42ce-be4d-f99208a7e8b0,,-122.43115782737732,37.78352083526095,39.209857941,37.131340027,1.0,37.131340027,37.131340027,2.0785179140000025,26,3,2.0,0.0,1
6,11,fcbb52bd7f4fcf0f57a7cc47078c7ff4,37.78487208436062,-122.40087568759915,Yerba Buena Center for the Arts (Howard St at 3rd St),2023-08-22T02:33:57.457000Z,8,True,1692671469,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,8b4f5169-6d0c-4d43-aa31-d243c5aec7ec,,-122.40087568759915,37.78487208436062,9.663243294,8.579070250000001,6.0,9.55807209,5.343183517,1.084173044,17,3,2.6666666666666665,4.214888573,1
5,14,03ec647221434cdad0abf4907706e949,37.32673,-121.8892731,Almaden Blvd at Balbach St,2023-08-22T02:33:57.147000Z,0,True,1692671471,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,8fccc336-6544-4c73-a096-282131267f78,,-121.8892731,37.32673,27.958274841,27.788837433,1.0,27.788837433,27.788837433,0.1694374080000003,19,14,0.0,0.0,1
1,13,55287fdab6af4d37f97e17770b823bbe,37.86996670760404,-122.28653311729433,West St at University Ave,2023-08-22T02:33:57.150000Z,0,True,1692671467,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,0b81b2ae-d9bf-4b66-b5e0-687205d4bc12,,-122.28653311729433,37.86996670760404,24.779651642,24.779651642,0.0,24.779651642,24.779651642,0.0,14,13,0.0,0.0,1
19,0,54346a82070e38f3cb2246ef4bc0062f,37.8618037,-122.2535687,Derby St at College Ave,2023-08-22T02:33:57.119000Z,0,True,1692671553,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,a4ea165b-5dcf-4b41-ac2d-68718f98b147,,-122.2535687,37.8618037,83.910049438,84.527923584,1.0,84.527923584,84.527923584,-0.6178741460000055,19,0,,0.0,0
18,5,0eddf1befddc9f3a1264cc05bf1a5e6a,37.8624644,-122.2647911,Parker St at Fulton St,2023-08-22T02:33:57.184000Z,0,True,1692671551,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,70cd5518-091f-4331-a80e-53df97db1a81,,-122.2647911,37.8624644,55.174079895,55.174079895,0.0,55.174079895,55.174079895,0.0,23,5,0.0,0.0,1
0,15,e69e4dce53bdbe1ffe17185ee72fdcae,37.8588682,-122.2912095,Ninth St at Parker St,2023-08-22T02:33:57.173000Z,0,True,1692671547,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,3845994c-9953-44ce-b75b-43d4cb5216e8,,-122.2912095,37.8588682,14.126858711,14.361299515,1.0,14.361299515,14.361299515,-0.2344408040000001,15,15,0.0,0.0,0
15,4,e526d675e9f591823eb822bebb0630b0,37.8623199,-122.258801,Telegraph Ave at Carleton St,2023-08-22T02:33:57.123000Z,0,True,1692671515,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,f1987d85-0da3-4a03-b947-8c6c72947f32,,-122.258801,37.8623199,67.401489258,68.19035720849999,2.0,69.222434998,67.158279419,-0.7888679504999914,19,4,0.0,2.0641555790000012,0
17,3,780cbaed92260f59e763de62b4cebe1f,37.776619,-122.417385,Market St at 10th St,2023-08-22T02:33:57.215000Z,2,True,1692671552,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,29,a9c46d92-b21e-489a-b922-3deb4ec1ab35,,-122.417385,37.776619,17.021356583,17.148214896500004,12.0,18.013120651,15.613974571,-0.12685831350000498,20,1,2.0,2.3991460800000013,0
20,7,23c911eba61c38bd79e4df21cf9a8bc6,37.7770527,-122.4295585,Webster St at Grove St,2023-08-22T02:33:57.220000Z,2,True,1692671565,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,fde4cecd-7497-4bdb-a452-0e1a755e7759,,-122.4295585,37.7770527,33.670131683,33.670131683,0.0,33.670131683,33.670131683,0.0,27,5,0.4,0.0,1
0,17,4e8692f7a9eae9f0575945f02a87ccce,37.77754677017323,-122.43327409029006,Alamo Square (Steiner St at Fulton St),2023-08-22T02:33:57.129000Z,13,True,1692671503,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,2b140c2a-c038-4983-9290-d801db8a13f5,,-122.43327409029006,37.77754677017323,49.248371124,49.248371124,0.0,49.248371124,49.248371124,0.0,17,4,3.25,0.0,1
12,13,98c24c05dd22720e562f0c3590fabfa4,37.77610091264586,-122.4530929327011,Parker Ave at McAllister St,2023-08-22T02:33:57.204000Z,4,True,1692671528,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,f2c2ba49-25e1-4493-8565-5df5af66e153,,-122.4530929327011,37.77610091264586,103.024467468,103.024467468,0.0,103.024467468,103.024467468,0.0,25,9,0.4444444444444444,0.0,1
28,9,76f3d32a941219346e34c87820139711,37.780526,-122.390288,2nd St at Townsend St,2023-08-22T02:33:57.091000Z,2,True,1692671520,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,39,ba25987f-399d-49ce-9354-52785e48ea13,,-122.390288,37.780526,6.126638889,6.67753970625,4.0,8.387591362,5.47761631,-0.5509008172500005,37,7,0.2857142857142857,2.909975052,0
4,17,074ef2e71ff08fd484f93827ed83dafd,37.775946,-122.4377775,Grove St at Divisadero,2023-08-22T02:33:57.064000Z,12,True,1692671513,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,d533df76-e03c-4ef3-b928-968aaed45823,,-122.4377775,37.775946,60.557266235,60.649834527111125,9.0,63.316703796,58.832717896,-0.0925682921111246,21,5,2.4,4.4839859,0
7,14,45d4ba912fdbaf0e9d69cf9a1bde9a76,37.7774157,-122.4418376,McAllister St at Baker St,2023-08-22T02:33:57.320000Z,8,True,1692671563,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,73fccaab-205c-4b1e-a547-5fb0f2a58056,,-122.4418376,37.7774157,70.60218811,69.10387229925,4.0,70.780151367,65.04523468,1.4983158107500003,21,6,1.3333333333333333,5.734916687000009,1
8,11,8846b5e327d73c5c91f52afb03bee796,37.7644783,-122.4025701,Rhode Island St at 17th St,2023-08-22T02:33:57.211000Z,9,True,1692671455,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,b3c834af-571f-4fee-808b-ae2a7c018b5c,,-122.4025701,37.7644783,9.967208862,11.377693176,3.0,13.071242332,9.610836029,-1.4104843139999996,19,2,4.5,3.460406303000001,0
0,14,ca3529cb0093cf568576c95492de5a68,37.7610471,-122.4326417,18th St at Noe St,2023-08-22T02:33:57.166000Z,11,True,1692671539,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,14,cd7359fc-6798-48ed-af32-9d5f6cff9ffa,,-122.4326417,37.7610471,28.911300659,31.186085383000005,3.0,32.936149597,28.355791092,-2.274784724000007,14,3,3.6666666666666665,4.580358505000003,0
11,6,59f57a632668a24ab18d8bc9ff703af2,37.3600013909666,-121.87877833843233,23rd St at Taylor St,2023-08-22T02:33:57.083000Z,1,True,1692671544,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,7d59176c-49dd-4b07-a5ab-bcc109974db3,,-121.87877833843233,37.3600013909666,25.958024979,25.958024979,0.0,25.958024979,25.958024979,0.0,17,5,0.2,0.0,1
6,25,be206c6cb9c61276d1e3b9ad2a0b8060,37.32031582108647,-121.87009871006012,South San Jose State (7th St at Humboldt St),2023-08-22T02:33:57.396000Z,3,True,1692671537,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,31,94c877d2-f064-4373-b372-3f8997a07f30,,-121.87009871006012,37.32031582108647,31.524662018,31.524662018,0.0,31.524662018,31.524662018,0.0,31,22,0.13636363636363635,0.0,1
0,23,8521a7fa5b015f5cf91a490ca08e72d6,37.33677476275722,-121.90914899110793,Stockton Ave at Lenzen Ave,2023-08-22T02:33:57.351000Z,5,True,1692671512,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,d75591d7-080d-46cb-8ada-0fbe6af676fc,,-121.90914899110793,37.33677476275722,24.874608994,24.874608994,0.0,24.874608994,24.874608994,0.0,23,18,0.2777777777777778,0.0,1
3,15,25b03a236b79e665a5ed9d316388b9cd,37.31128394611736,-121.89632534980774,Bird Ave at Willow St,2023-08-22T02:33:57.341000Z,1,True,1692671527,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,4e704be5-b76d-44a5-8d05-a9ba3e5ae20e,,-121.89632534980774,37.31128394611736,34.378204346,34.947191874000005,3.0,35.128627777,34.785480499,-0.5689875280000081,18,14,0.07142857142857142,0.34314727799999645,0
1,17,e14686289c6158d279b29ef56cae6582,37.799207926286,-122.43412166833876,Greenwich St at Webster St,2023-08-22T02:33:57.301000Z,12,True,1692671550,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,664a552b-479c-40c3-b702-6b0b63751ce3,,-122.43412166833876,37.799207926286,13.412083626,13.412083626,0.0,13.412083626,13.412083626,0.0,18,5,2.4,0.0,1
27,0,a39949a03aa488410e33371365084987,37.32096853145443,-121.9082960486412,Auzerais Ave at Lincoln Ave,2023-08-22T02:33:57.105000Z,0,True,1692671503,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,14750571-71a2-4c2f-8a6a-8f344866eebe,,-121.9082960486412,37.32096853145443,33.526546478,33.662055969,1.0,33.662055969,33.662055969,-0.13550949100000054,27,0,,0.0,0
9,9,604d2b0f495cd7363effb81982012f93,37.3233446905968,-121.91349685192108,San Carlos St at Meridian Ave,2023-08-22T02:33:57.344000Z,0,True,1692671542,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,68c89d1f-407a-4550-a2b7-ecf0ad7ee422,,-121.91349685192108,37.3233446905968,34.561374664,34.6152648925,2.0,34.83637619,34.394153595,-0.053890228500002024,18,9,0.0,0.44222259500000405,0
3,12,8a8fb99412d0a44f24a97f4862e1b9d4,37.336802,-121.8940901,San Pedro Square,2023-08-22T02:33:57.095000Z,2,True,1692671457,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,fa83f661-540e-4720-9323-824c6529b796,,-121.8940901,37.336802,25.340612411,25.836550140533333,15.0,26.39670372,25.647161484,-0.4959377295333347,15,10,0.2,0.7495422359999999,0
21,2,53caaaa3c38e8f655c479672973ef040,37.337391,-121.886995,San Jose City Hall,2023-08-22T02:33:57.513000Z,0,True,1692671529,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,5c17e1c8-5d21-4309-afcb-e69da27acf31,,-121.886995,37.337391,24.758890152,25.435857500428572,7.0,29.004137039,24.57358551,-0.6769673484285725,23,2,0.0,4.430551528999999,0
3,16,9e5ac45cfc500231c17fbc5a3709ff44,37.3172979,-121.884995,Palm St at Willow St,2023-08-22T02:33:57.317000Z,1,True,1692671558,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,19,0cf3890c-4fde-49f7-9daa-7f2842695119,,-121.884995,37.3172979,33.223758698,36.686573308999996,17.0,145.609085083,4.28610611,-3.462814610999999,19,15,0.06666666666666667,141.322978973,0
6,9,3eae0d76df97ee93ae21a685af42538a,37.3184498,-121.8831724,Willow St at Vine St,2023-08-22T02:33:57.490000Z,0,True,1692671528,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,15,adda58ee-59a9-4586-8210-da874168a93b,,-121.8831724,37.3184498,31.682937622,31.85779507933334,6.0,32.679683685,31.436603546,-0.17485745733333857,15,9,0.0,1.243080139,0
0,18,32fec07f466d23ac5fa8be2e05d17312,37.352601,-121.905733,San Pedro St at Hedding St,2023-08-22T02:33:57.367000Z,0,True,1692671487,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,22,393ec80c-da84-4d7a-9452-e77f8de7caf2,,-121.905733,37.352601,18.854543686,18.854543686,0.0,18.854543686,18.854543686,0.0,18,18,0.0,0.0,1
2,23,a431cdd7c44ec9b167bee9612b5e9482,37.3487586867448,-121.89479783177376,Jackson St at 5th St,2023-08-22T02:33:57.492000Z,1,True,1692671554,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,27,d6422284-e433-48c5-bf00-751c299189c8,,-121.89479783177376,37.3487586867448,20.409118652,20.249564084272727,11.0,20.494840622,19.919122696,0.15955456772727317,25,22,0.045454545454545456,0.5757179260000029,1
22,1,b5f7d134eef76458bdad1624fc3f0a3b,37.342725,-121.895617,Ryland Park,2023-08-22T02:33:57.424000Z,0,True,1692671547,"['key', 'creditcard']",True,https://sfo.lft.to/lastmile_qr_scan,https://sfo.lft.to/lastmile_qr_scan,1,1,23,13d36dad-f238-426c-9525-ec73552fa0b0,,-121.895617,37.342725,24.125303268,24.521928787,1.0,24.521928787,24.521928787,-0.39662551900000054,23,1,0.0,0.0,0
