station_id,store_1,store_2,store_3,store_4,store_5,store_6,store_7,store_8,store_9,store_10,store_11,store_12,store_13,store_14,store_15,store_16,store_17,store_18,store_19,store_20
a536696bbab818af37342ac705d5b467,"('5D--FJXQHdC3kZWYm2GREg', 37.7909966558218, -122.397482693195)","('ufIm7isxE9blLhnVJ6EHGQ', 37.790814, -122.398455)","('afDaXKW7-juSg2wd7jxWmA', 37.791889, -122.398822)","('h96S142gjdouVcgjsDZNfA', 37.8002258, -122.4022431)","('x5qQ_bxeVafpfUN63hYNoA', 37.79147442048693, -122.39950316449207)","('pLC5GzcVrGozUH3yWAaHWA', 37.79175, -122.39889)","('weV0R2I-nc73zbmkd-Etdw', 37.7919938576608, -122.399579894512)","('Yhx_547E4nNYI2QfzsVNzg', 37.790553525418, -122.399481132726)","('nIBD8NkIM969vuCjZuTzvA', 37.791276, -122.399218)","('mk2WW5bA-0WfQP1Uo17_Sg', 37.791478, -122.399946)","('gnBQ0YKATLD9R0y-oytC-g', 37.7904519797938, -122.399303903705)","('YQl-Fre0Btv_Vi04-1d2hQ', 37.7919563924566, -122.399952667601)","('bmI1NluU4yPmuK7iA6wang', 37.7905995481676, -122.399562075734)","('JqlEZUoSKkpOreaXDr7i-Q', 37.79156, -122.39996)","('kXRdC1L0Ji_ftrV1NfH3uQ', 37.79200723, -122.398357)","('RyR6GB0Toy4mijvn4qQB6g', 37.79120189300765, -122.39836580064612)","('5OpSMKKvxINttxxx9DnHSA', 37.791312535467, -122.3991875723)","('li1PqvxETek6Ug1tYRKOkA', 37.792193388721, -122.398180787606)","('VKewarQFZg8dgU3HX2ljLQ', 37.7910226782124, -122.399420589209)","('lvt6ZZXN5xU2DBSLm7miig', 37.7909202575684, -122.400100708008)"
cbe0501b53945e1a590ff4484798e0e6,,,,,,,,,,,,,,,,,,,,
6d5e221de84a938a2a813425ddddcf2d,"('2XAdzOdUGWh9dFqFuyUHog', 37.3148117, -121.8979874)",,,,,,,,,,,,,,,,,,,
679621279b937eda9558ca1ae02f748e,,,,,,,,,,,,,,,,,,,,
10880ce63c335b9192ecf58992798f23,,,,,,,,,,,,,,,,,,,,
f15f772b3686c852122d5d2737bb88a8,"('0tOe1Lqk3oHUyM-wR5VDaQ', 37.3568222404192, -121.89590880483)","('VF1AXkmMfSHS6GlWuURlSw', 37.3564160623045, -121.897004247118)",,,,,,,,,,,,,,,,,,
aef71869dbbdf150a0e6807bc3512730,"('4f8bHCUYwEn_6dLlQxZwGg', 37.365367, -121.916016)","('qIxR0tmuRNpw6b-JeHdhIw', 37.36533, -121.91607)","('Dpa6o3EYUGpaJkOMuwI0DA', 37.364545, -121.917475)",,,,,,,,,,,,,,,,,
a73276ab34067c112ab469c5107e1d2c,"('OkJ4vKZIZ_3d2FEjNr-PWg', 37.83990895597202, -122.29972677406684)","('8q6K5RpZstSassf4DUcJiw', 37.8393639, -122.2980793)",,,,,,,,,,,,,,,,,,
ccfc6870981cdd44b5a41bdee14e2a40,"('0mNzmmh1mrdh5Cpg2QUBiw', 37.7878344, -122.4131853)","('NG0P6XWKug_ueCM3UV8Tdw', 37.78716, -122.41289)","('rj3zIk7t9ySGMxVGGTA8gg', 37.7879880715968, -122.412287082989)","('ey_UUXdDMUoO77QIF6SGaQ', 37.78686, -122.41439)","('tk4aeXH7VHhyfTDUaOafyQ', 37.7865756, -122.413392)","('TRBP1G1l8vZkjgfqdx96Cw', 37.787823, -122.413699)","('30ZNWGlvkrMxXn2fXUDSug', 37.78651285460063, -122.41296493237763)","('qeBeEO2y_jsOpl-Yx4JHlg', 37.7869644165039, -122.412445068359)","('oEJPe3ltDA7Hh1bVf56s7Q', 37.787539, -122.412386)","('rSLMK2uCRM21gNj2cvvUWw', 37.78788, -122.41306)","('TcbKvh-e1lxywJuN6in5JQ', 37.78768, -122.414339)","('4jqo3BvBEiNrvLKJW41Qbg', 37.78783646253088, -122.413599)","('BoBxY7PkBBJ4qyoEEhziGQ', 37.78695, -122.41298)","('4flzSf_EwBqeRb_3YT5VTg', 37.78691, -122.41343)","('pocVe2xSz38GVH_ctMpq4Q', 37.78679, -122.41361)","('7N9Bqb5bB-Iqu1ho9Us9fg', 37.78781, -122.41366)","('cd4PzmXkcnTQrmYd9LsPzA', 37.78781, -122.41366)","('55StFlQjjmVwtllMmvHCnQ', 37.78664, -122.41244)","('wTgo0pGzaYQCUifJacMOSQ', 37.7875726536917, -122.414152622223)","('4d2qEn70fbLzcvIpDPeuMA', 37.7867831, -122.4125181)"
35ecc8b9ed527420e102f4f1254583b2,,,,,,,,,,,,,,,,,,,,
e1217bf29c178d096c6e92ea8dc36453,"('VDaenI0Yb-sKVoFLXFJbVw', 37.8041574, -122.2626586)","('JefmkRwkXMI8gN7OOgwCdg', 37.8046460644673, -122.261489331722)","('DUCUpT6uqjKGTV8IJenb6Q', 37.8044052124023, -122.261962890625)",,,,,,,,,,,,,,,,,
8924b980effba05ac4610a4abd37839e,,,,,,,,,,,,,,,,,,,,
718cefa9c37e218744ea0cc193a3129a,"('vriYTCQfZycAxtOaAPi6lg', 37.76985, -122.41175)","('xSLGnEGxO85EAk1DXhB4aQ', 37.76985, -122.41175)","('rj0rJY0sflIjaEpblUlgRg', 37.769806, -122.4120147)","('8YMUNCAHOORxMo0aC9iHzw', 37.77014743250072, -122.4110951420746)","('y019m3BjBcuoNr-mVQpqrA', 37.7698440551758, -122.411460876465)","('-HWQXG90gXM_ij0IyfTVzQ', 37.76985, -122.41175)","('1g6f3egTGhe4Wu6A1AwzpA', 37.769799, -122.412023)","('Rd-tfZAKetgGjVDGylcKow', 37.7697727881987, -122.411913587385)","('knfB3bye8C842qOXg5WZgw', 37.7697799, -122.4120353)","('wUbOyvK_uZzHF8YCgsOp8A', 37.7697792053223, -122.411895751953)","('p1qN6nODUticFuhPi3R8ww', 37.769775, -122.411918)","('Iq004XCoolBuFt0PjAUTDw', 37.7697792053223, -122.411895751953)","('ggwILAZTD_BXoJhMzoiGXw', 37.769777, -122.411897)","('lKMWPIxn5sKD3mVk-q-bAA', 37.7697792053223, -122.411895751953)",,,,,,
9beee70db0437cf4bd24078239213bb6,"('Mnad6yghLdBkNXOLFJbflw', 37.3620522727059, -121.909580826759)",,,,,,,,,,,,,,,,,,,
ed898b7f32d290732a31b0b519c1f7e3,,,,,,,,,,,,,,,,,,,,
219cc838b24b5ceb39af7bcd6e6c5e13,"('YEHC1eLJtbJnycpqecQ_uQ', 37.3612504208609, -121.906453035772)",,,,,,,,,,,,,,,,,,,
4bbdbdf6abbdbb73cedafe47831eafd1,"('QC6tExtyQxwGtCSqYGRz1g', 37.7964503, -122.4178688)","('1Q9zM7_EUbDpDX5FrsBWCw', 37.796451030408015, -122.41743051014112)",,,,,,,,,,,,,,,,,,
0891ec75daf2bf9e823f4a02e21fa9fd,"('XNZSLrX7UTU1G6TlaQZO0g', 37.86995, -122.26901)","('KoZtPdlNO2jMJ7Zc7I9JVg', 37.869817, -122.267597)","('HP5Ttief-m2pXkm3VI7PTg', 37.86977, -122.26847)","('OBAh9hCEKsUfoNAL-0tV2g', 37.86977, -122.26847)","('rFMrqzUoT8J8ksEw1m1Zew', 37.87001, -122.26861)","('0bAYceI239DhRTIClNIlgw', 37.87071932127654, -122.26846431534142)","('uwvhf3nO353A3Em5AEeO9Q', 37.870612, -122.267907)","('g7fe96v4cbiL7VdcNS9gOQ', 37.86977, -122.26847)","('bWTd4CGOd1LKUm-sbFPgmQ', 37.87087, -122.26857)","('O7Ns2xB3SFRZHL5EIOhO9Q', 37.870064976108246, -122.26764637578644)","('Q9XBRjpsN0ch-8WIonAnQQ', 37.8708687, -122.2685699)","('JB0N9VPx5eEBcLd0Sfnnbg', 37.871016, -122.2675944)","('lnZxgOcZQk807vzW8ViX7Q', 37.8709751, -122.26755042926725)","('gRApERKRcqcZR0kHddg9Ow', 37.869880345239814, -122.2683576)","('ui-SAyI2gGUf_sd6xM6PHQ', 37.87023, -122.26723)","('C9nyF_0GMUBwVjC2XgeIFQ', 37.86925570423141, -122.26827461164444)","('KjpObVCWSuoadynXR30jGA', 37.86977, -122.26847)","('RgCiU4RSDrae2cPf8BIpKg', 37.8694458007812, -122.269485473633)","('RFx0K1oX_t3DbzuPs5Keeg', 37.870548, -122.267937)","('qTcZ8QaTAWnrfJA8hiEBEw', 37.87075165438585, -122.2680943)"
193169dbc243a90e9c68e9bd94763748,"('pODmfAypXKGYdY8oUkxdiw', 37.87348, -122.26837)","('1wimj32VSVQmD26Uufdrqg', 37.872820025432496, -122.2686406651294)","('pyGExra6N_neXBW-K9xrbw', 37.873427, -122.268759)","('eLfvE6SjyvUDJgiiyOcfZg', 37.873745, -122.26882)","('Oh5GMwlzebpH_uOyjwl3iQ', 37.8731939002629, -122.268807)","('V_lg8ITRNbKpfeqDRIZrKQ', 37.874202, -122.268364)","('DtEkaZ2m1CYeDfo8YqSYsw', 37.873138, -122.268722)","('5zLPCtFk6ABEkmDs7oYwRQ', 37.87277, -122.2688)","('zNEzegCFEiJibc-udWfqiA', 37.8740006, -122.26885)","('0QnCpbVZaIKwYvHz9p9p-Q', 37.872824, -122.269031)",,,,,,,,,,
f00345a08621722a4e680cf784706a3c,"('uBuIZ8Pdk9HegYSAU0EsKA', 37.8676818865786, -122.26615783488)","('w4ho2Nui5ONcGSSHfsT5rQ', 37.8718211, -122.2601405)","('1Oarv6Que_QwRMyhYaq7mQ', 37.868171, -122.266317)","('lJaWXYZwU8uCnn3tCqKwxA', 37.86702, -122.26624)","('P5Tf9XCEN7tS_j8mWsAcxA', 37.8670247, -122.2660986)",,,,,,,,,,,,,,,
2367c9313860a8dbae94ac5045768995,"('0FtU9vukl2gMfB5GGscfuQ', 37.8686599731445, -122.269981384277)","('RgCiU4RSDrae2cPf8BIpKg', 37.8694458007812, -122.269485473633)","('Z8suPIlju1PYJLB2iu8wjQ', 37.8686599731445, -122.269981384277)","('HgTgr95VqKsxyPqcSEgcRQ', 37.8699401021004, -122.27035805583)","('HMOcRKNAFDORFqPY6XKNLw', 37.86903, -122.27006)","('8JWDQQxtogAgHuVHe1bWBw', 37.86903, -122.27006)","('zLFm9ALp2k7DM-0FXytR9Q', 37.869049072265625, -122.27039337158205)","('z4cXpMURdWmR_ZGjYMmFHA', 37.86903, -122.27006)","('ulc5X98rCnhWezMM6FLA0A', 37.86903, -122.27006)","('oXyGWw6Xg-r7MBqjxO356A', 37.86903, -122.27006)","('P0ffIvuqDtypCxrhboVHtg', 37.87013, -122.26937)",,,,,,,,,
6230d81b26fbf3b08d04f63a436c69f9,"('M1fW9PZfi07Mk5vXFkF6QA', 37.852763, -122.270433)","('K8bC9zr0gXtWDw8tRmcLQg', 37.8527546761124, -122.269600530863)",,,,,,,,,,,,,,,,,,
65097799f269d187692b073a83c0d4d3,"('ICvnd3aLJHs_1tq7N3iK0Q', 37.866162, -122.258782630021)","('z0qGx4AuqsYrwXd2LTXn1g', 37.86618, -122.25902)","('BTXlMN6mPkXATmxyvQdBPQ', 37.8656, -122.25882)","('ZF9pQ-zfY57ok-BPrlmm6w', 37.86638, -122.2589)","('tbY3x5Pyal8AeI1xigiRGA', 37.866379, -122.258916)","('IQmJ9K15sGYw39s1yqY6Dg', 37.865602, -122.258821)","('gYFlihSman6yz3Mv4niq3A', 37.8656, -122.25828)","('tgIBoGSfQO02xTDHTg9c3g', 37.86552911470169, -122.258416481482)","('L47Zzib2nhmLDgPETDBtnw', 37.866764, -122.258897)","('7HaFqIesTj1IkweMECAUzQ', 37.86538, -122.25836)","('BQf1YL3HGNJSTuUKBG859g', 37.86627, -122.25809)","('G3d-xJF_Rt-P_za2eZ1q-Q', 37.86541, -122.25817)","('a_1cALbyEqbNe583ffusSQ', 37.866891184384755, -122.2584038)","('WQhQ4-Pv9j9Zz44vKNn_Ng', 37.8653355, -122.25832902883556)","('2PoEY2CrQ5h2FxytLBvjfg', 37.86539, -122.25831)","('6ubr5jHmcjZ2FG4RY-plZg', 37.86691290006712, -122.25839)","('89Qn9lGn4zLNOLpHuio9qQ', 37.86672, -122.25906)","('t-xuA4yR02gud00gTS2iyw', 37.86672, -122.25906)","('e0wG2dPrRXpMcOhoKT828Q', 37.86656836093634, -122.25798979121652)","('6kYBC9JIMPueGFI5Da98-w', 37.8664348801316, -122.258648872375)"
47e30e549ebbe3b8fad38f2df2f1ad59,"('9znPyzc0cS8GHH49R8SUaA', 37.86897, -122.25425)","('_kukye9j79yaTjjedDwrcQ', 37.86887, -122.25477)","('Q_UYTYJJfn_E7XjeZ3tz9Q', 37.869945546210595, -122.2553470086082)",,,,,,,,,,,,,,,,,
1b0c18aa2600cb61c4dc8594a02f4417,"('ip02NkDxK9obXdCM-eg6Sg', 37.819023, -122.262695)","('fE1bmrIWDHlfPRD9-JEv7Q', 37.819011, -122.262387)",,,,,,,,,,,,,,,,,,
1ad3234f9bd6b3e93ef20656d9111087,"('Wgq1EQry0k7XRFOpZYxQiw', 37.826827, -122.265328)","('tPu1ivEhM7ttFLvy-tJ9wQ', 37.8254667, -122.2653051)","('6gH9jtzBXLLPbam1TMKbDw', 37.8268014973877, -122.26467183009)","('A2fnXXP2vfIaA26sM68nAg', 37.8254737854004, -122.265151977539)",,,,,,,,,,,,,,,,
efbe528107bed4defe202f50c2d6f2c0,,,,,,,,,,,,,,,,,,,,
ab6763b2d94b0eb690addb48b9cf3827,,,,,,,,,,,,,,,,,,,,
1e03b246c6716378bd815f00c7a635da,,,,,,,,,,,,,,,,,,,,
1736d145e5ef5447a53cc9f100701ccc,,,,,,,,,,,,,,,,,,,,
edd2cf03bfbe6ade0bd14f40ae4b5ece,,,,,,,,,,,,,,,,,,,,
df3ca6be81e340c4899ec6ae8c4429e4,,,,,,,,,,,,,,,,,,,,
b9afbe24f97e40d2168eed1c8184c07d,,,,,,,,,,,,,,,,,,,,
76b57950b5f2a4b0a4821e64bb700e24,,,,,,,,,,,,,,,,,,,,
f848023d531b827a8e7c8c87173b6a4d,,,,,,,,,,,,,,,,,,,,
b735b2cab35ea7bdaff9b2ce7413984f,,,,,,,,,,,,,,,,,,,,
f64d35757bf16e8af5a408a9c72af91e,,,,,,,,,,,,,,,,,,,,
6c229502dbd727e48d9b7970dabbd21f,,,,,,,,,,,,,,,,,,,,
0794b05a99e808986301411273356796,,,,,,,,,,,,,,,,,,,,
e5a34fd23cbefa6b718d20509d1d8bdc,,,,,,,,,,,,,,,,,,,,
c84aa30b9e135787bd06304d3b4caf88,,,,,,,,,,,,,,,,,,,,
36aa8ab83177d5f5beb83685c7f645d3,,,,,,,,,,,,,,,,,,,,
f83da983e1b1de735ef62006310c76ba,,,,,,,,,,,,,,,,,,,,
ef3a4e5c05845ca17d2c2db654a2a5fa,,,,,,,,,,,,,,,,,,,,
eea0a9aed0f267d94aa702cd52458754,,,,,,,,,,,,,,,,,,,,
7e64ecd17d4a2708631d979da3ac4443,,,,,,,,,,,,,,,,,,,,
a3e415a5d4437c5b8ed58f5620a2acb1,,,,,,,,,,,,,,,,,,,,
25ccddba147690ec254ca9e68d3c559d,,,,,,,,,,,,,,,,,,,,
c7bb5e8c49bf8b8165f0d7f09d620df3,,,,,,,,,,,,,,,,,,,,
e941de3073caf24cb07ee3425c80e479,,,,,,,,,,,,,,,,,,,,
e8ac145be6193651c7de9caf2bece382,,,,,,,,,,,,,,,,,,,,
d777960e181c3911183b59171cded0a8,,,,,,,,,,,,,,,,,,,,
1a07a9e1057626b3844050832a2581bf,,,,,,,,,,,,,,,,,,,,
d77de46766fff22f98cbfff8959742da,,,,,,,,,,,,,,,,,,,,
1a8541216cf020de1dcf4f90c8fd0919,,,,,,,,,,,,,,,,,,,,
e8061d928a602d4e74975b184f61df6d,,,,,,,,,,,,,,,,,,,,
e28f658f5100e41a80d7896d356bc7f6,,,,,,,,,,,,,,,,,,,,
b063f8d6a24fea4eb06aac2817efc46b,,,,,,,,,,,,,,,,,,,,
4ceb165eadff654c51cd12c1fc44b422,,,,,,,,,,,,,,,,,,,,
113b9406090fbc8b512ee504634da501,,,,,,,,,,,,,,,,,,,,
20506dc0614eddbe19dd917155bae3b7,,,,,,,,,,,,,,,,,,,,
e4484b938889737f1687d11b6ff02341,,,,,,,,,,,,,,,,,,,,
3933d9199c099118951ac7cf72031c13,,,,,,,,,,,,,,,,,,,,
0cc1f03c89a4048d7b2df21d498bde14,,,,,,,,,,,,,,,,,,,,
cad9a547732685a295e62323fd9aa378,,,,,,,,,,,,,,,,,,,,
7bb8d66fe7b1db88c66142fe3da816c3,,,,,,,,,,,,,,,,,,,,
3e4a340888aa808d7bbae5d2372c06dc,,,,,,,,,,,,,,,,,,,,
16b5b91495e0c631f87a21bdc3b2d41f,,,,,,,,,,,,,,,,,,,,
48ae1a8e476b68de634e7f103c359b56,,,,,,,,,,,,,,,,,,,,
b347e314d1a3b9d27875b46ce3fd7f70,,,,,,,,,,,,,,,,,,,,
5b3c9868ef64e09442b06df5ce4ef24d,,,,,,,,,,,,,,,,,,,,
d94a66f24de908a615ce0a46f27a682b,,,,,,,,,,,,,,,,,,,,
448833b358f62bf1d1206c813f792669,,,,,,,,,,,,,,,,,,,,
515b2fdc0cfb6110776790b85400f062,,,,,,,,,,,,,,,,,,,,
03cc61af40764524160f132da0f3f681,,,,,,,,,,,,,,,,,,,,
0a40fbe91996a7ac0b46d34871aa896b,,,,,,,,,,,,,,,,,,,,
ff965c7f0bb892bf7053a78b4df24275,,,,,,,,,,,,,,,,,,,,
49bb4994b8e1aacd936090458544f74d,,,,,,,,,,,,,,,,,,,,
1d2910bd99e3e2abbe63546c231cfab8,,,,,,,,,,,,,,,,,,,,
36460a8c801bc83206f3810f859f9573,,,,,,,,,,,,,,,,,,,,
d436129450e3a2223972a9b3f7134f73,,,,,,,,,,,,,,,,,,,,
1596efd5fa00679aefd3b5d3d1b2ef26,,,,,,,,,,,,,,,,,,,,
0d5e25e4358800e347be5dd9808fabb5,,,,,,,,,,,,,,,,,,,,
4a2e731c87e9a1e07ad0f5c8a91efd4b,,,,,,,,,,,,,,,,,,,,
9cc649af249977ff781d4b755abd4388,,,,,,,,,,,,,,,,,,,,
569d5c153e5380ea2f286b48217ec566,,,,,,,,,,,,,,,,,,,,
af8c8625437ce60d8d247d158945ebd8,,,,,,,,,,,,,,,,,,,,
8be5197057004601e172a2eb9bbe1f11,,,,,,,,,,,,,,,,,,,,
02f7cffdcfad5a5d9863c1b70a7eb17c,,,,,,,,,,,,,,,,,,,,
ebbfe1c4b86ffc03d3be17ba20a6ec99,,,,,,,,,,,,,,,,,,,,
6ad0aba1d60a8bba74e69b3c7278acb8,,,,,,,,,,,,,,,,,,,,
4deef404025cb87bec9c395b953cdfd9,,,,,,,,,,,,,,,,,,,,
c2648d0ffed4d1f710ccaf79e9a304fa,,,,,,,,,,,,,,,,,,,,
8302e5d11a6c84bac27a774de41474f9,,,,,,,,,,,,,,,,,,,,
43944ce65c342e60c0ccf1c9f5ec51f6,,,,,,,,,,,,,,,,,,,,
60031404d0e98d8de9b6531836dc0888,,,,,,,,,,,,,,,,,,,,
a7d703c1d843d22ee42adb5e6db291da,,,,,,,,,,,,,,,,,,,,
5ea5e58b4dc5550721049acb54220651,,,,,,,,,,,,,,,,,,,,
c2e3051962238764d5e968e6f4544485,,,,,,,,,,,,,,,,,,,,
33424dfd71dd02911d83b5b683e55791,,,,,,,,,,,,,,,,,,,,
3367402e41d84a3c70c5056e5312bb24,,,,,,,,,,,,,,,,,,,,
c8131aed6f3df2f78149eb338df66e66,,,,,,,,,,,,,,,,,,,,
8ecedfe82a3e35413e8a45da10ace67b,,,,,,,,,,,,,,,,,,,,
891294b26b673dc172e2dc00d96ccf2e,,,,,,,,,,,,,,,,,,,,
7c2a6fcca214cf03806ad50164de0f0e,,,,,,,,,,,,,,,,,,,,
a4d58de82f6475801e4bf6cf97ecd387,,,,,,,,,,,,,,,,,,,,
086b31d113c141a26d19612139ad8956,,,,,,,,,,,,,,,,,,,,
fcbb52bd7f4fcf0f57a7cc47078c7ff4,,,,,,,,,,,,,,,,,,,,
03ec647221434cdad0abf4907706e949,,,,,,,,,,,,,,,,,,,,
55287fdab6af4d37f97e17770b823bbe,,,,,,,,,,,,,,,,,,,,
54346a82070e38f3cb2246ef4bc0062f,,,,,,,,,,,,,,,,,,,,
0eddf1befddc9f3a1264cc05bf1a5e6a,,,,,,,,,,,,,,,,,,,,
e69e4dce53bdbe1ffe17185ee72fdcae,,,,,,,,,,,,,,,,,,,,
e526d675e9f591823eb822bebb0630b0,,,,,,,,,,,,,,,,,,,,
780cbaed92260f59e763de62b4cebe1f,,,,,,,,,,,,,,,,,,,,
23c911eba61c38bd79e4df21cf9a8bc6,,,,,,,,,,,,,,,,,,,,
4e8692f7a9eae9f0575945f02a87ccce,,,,,,,,,,,,,,,,,,,,
98c24c05dd22720e562f0c3590fabfa4,,,,,,,,,,,,,,,,,,,,
76f3d32a941219346e34c87820139711,,,,,,,,,,,,,,,,,,,,
074ef2e71ff08fd484f93827ed83dafd,,,,,,,,,,,,,,,,,,,,
45d4ba912fdbaf0e9d69cf9a1bde9a76,,,,,,,,,,,,,,,,,,,,
8846b5e327d73c5c91f52afb03bee796,,,,,,,,,,,,,,,,,,,,
ca3529cb0093cf568576c95492de5a68,,,,,,,,,,,,,,,,,,,,
59f57a632668a24ab18d8bc9ff703af2,,,,,,,,,,,,,,,,,,,,
be206c6cb9c61276d1e3b9ad2a0b8060,,,,,,,,,,,,,,,,,,,,
8521a7fa5b015f5cf91a490ca08e72d6,,,,,,,,,,,,,,,,,,,,
25b03a236b79e665a5ed9d316388b9cd,,,,,,,,,,,,,,,,,,,,
e14686289c6158d279b29ef56cae6582,,,,,,,,,,,,,,,,,,,,
a39949a03aa488410e33371365084987,,,,,,,,,,,,,,,,,,,,
604d2b0f495cd7363effb81982012f93,,,,,,,,,,,,,,,,,,,,
8a8fb99412d0a44f24a97f4862e1b9d4,,,,,,,,,,,,,,,,,,,,
53caaaa3c38e8f655c479672973ef040,,,,,,,,,,,,,,,,,,,,
9e5ac45cfc500231c17fbc5a3709ff44,,,,,,,,,,,,,,,,,,,,
3eae0d76df97ee93ae21a685af42538a,,,,,,,,,,,,,,,,,,,,
32fec07f466d23ac5fa8be2e05d17312,,,,,,,,,,,,,,,,,,,,
a431cdd7c44ec9b167bee9612b5e9482,,,,,,,,,,,,,,,,,,,,
b5f7d134eef76458bdad1624fc3f0a3b,,,,,,,,,,,,,,,,,,,,
318839be2a66c41af52177023d7545cd,,,,,,,,,,,,,,,,,,,,
c978d0b507607e5cee77e5fc2e6caa7b,,,,,,,,,,,,,,,,,,,,
c65a5430e457385743757320e3fa705b,,,,,,,,,,,,,,,,,,,,
aca2db0bb7fe57847fca972c91a02f72,,,,,,,,,,,,,,,,,,,,
f7b24d5a88d4a5280b0a123465ceeb9a,,,,,,,,,,,,,,,,,,,,
cb93a5239ea60f98f07d56d80346589c,,,,,,,,,,,,,,,,,,,,
7c15582391754cff6e2573d81f228933,,,,,,,,,,,,,,,,,,,,
35f5a7921e0006fdde8b661781c777f6,,,,,,,,,,,,,,,,,,,,
b91103a4e638130a1de6c5eea75a0854,,,,,,,,,,,,,,,,,,,,
18ecb3d50f2e42cbeaa54e2700fa3093,,,,,,,,,,,,,,,,,,,,
f72a227c01e328e88de3e27e883b5a42,,,,,,,,,,,,,,,,,,,,
ff03a6199ba2f74b66752643531826ec,,,,,,,,,,,,,,,,,,,,
cbdeb72b794ae1050a177368bee1364e,,,,,,,,,,,,,,,,,,,,
5d6e0c578a1ddd55e642440bed2c6cce,,,,,,,,,,,,,,,,,,,,
0e4da93fd7f3f40a487bcc523ea1e382,,,,,,,,,,,,,,,,,,,,
8aad0378e649dd2464b05c03175ee38c,,,,,,,,,,,,,,,,,,,,
b7c325ae70049e4e6f5a3564ec2697fe,,,,,,,,,,,,,,,,,,,,
eff2443c5e75c2a2c3a3ab87188227dd,,,,,,,,,,,,,,,,,,,,
bc2abce263a2f83bb06458da69bf02ab,,,,,,,,,,,,,,,,,,,,
147f785aa4926a3cabe56c607d6f6e7c,,,,,,,,,,,,,,,,,,,,
d52c0adcc197c7899d056dfd1caace76,,,,,,,,,,,,,,,,,,,,
28c7a7022b746c9a0f84784300c04904,,,,,,,,,,,,,,,,,,,,
0ad27fbfea7dbf64cba3f6afc153a3f6,,,,,,,,,,,,,,,,,,,,
d05740e23c0ff3996e6f82112e4bbf64,,,,,,,,,,,,,,,,,,,,
77b16a1c03301769253ef32bb442b56e,,,,,,,,,,,,,,,,,,,,
3962b15d560bc3563bcdd0e638d9f0f2,,,,,,,,,,,,,,,,,,,,
42d52309deeefe16d09e98539d8d72a1,,,,,,,,,,,,,,,,,,,,
967a7d65b042ed46b27f0f43ffa5af28,,,,,,,,,,,,,,,,,,,,
cf78144e1fe0f49224de5d9886357775,,,,,,,,,,,,,,,,,,,,
3a4f1c6eed8bd54668f9300dc876656b,,,,,,,,,,,,,,,,,,,,
251e5569c29684642d8e0c8462446b87,,,,,,,,,,,,,,,,,,,,
a33259544fdf29498c75150d70c4cbae,,,,,,,,,,,,,,,,,,,,
ca5e6d6274db743fd9930b284eb903a9,,,,,,,,,,,,,,,,,,,,
5cf229224ed4bd986fae2273573dbc6b,,,,,,,,,,,,,,,,,,,,
459b3320afadd43ccb25acb82163c335,,,,,,,,,,,,,,,,,,,,
b7d2d18241329be106efbcb2dd3fa13c,,,,,,,,,,,,,,,,,,,,
e7f4f5e18462680f3ab507c2dbd889a7,,,,,,,,,,,,,,,,,,,,
c9e4c1e83ef53fe6270ae6bda8ba1d8e,,,,,,,,,,,,,,,,,,,,
84be6cf420cd87e93c445a72b0368b99,,,,,,,,,,,,,,,,,,,,
7dd88dc392143af2bf399341cb327d01,,,,,,,,,,,,,,,,,,,,
05c88a5c130147a66fe2745f53dacc37,,,,,,,,,,,,,,,,,,,,
4e4a339396983190a0ecaa5c61ddc18c,,,,,,,,,,,,,,,,,,,,
bb29347739d341f12609902860d0f408,,,,,,,,,,,,,,,,,,,,
c02f376ce247c2d13e7c83960210cddf,,,,,,,,,,,,,,,,,,,,
9b4875d1e3afe31dbbc63bebf073d004,,,,,,,,,,,,,,,,,,,,
07baaf6053a8f6bbd3820c137207c915,,,,,,,,,,,,,,,,,,,,
0fac71620fa19bbcbe3224593ed06c3f,,,,,,,,,,,,,,,,,,,,
5d6f80bbdf9b483b9e3a78830df93e19,,,,,,,,,,,,,,,,,,,,
8744f3ffea155dd0b5e223031ace4513,,,,,,,,,,,,,,,,,,,,
42bc17b335a9a5a1535de0e479de403b,,,,,,,,,,,,,,,,,,,,
1d84d9515239d01be7d4431cc9ce5728,,,,,,,,,,,,,,,,,,,,
ea61a83a34b04232f0247391ec3ae2e9,,,,,,,,,,,,,,,,,,,,
73f8aa6ec3250de2a02cc0763f5a19eb,,,,,,,,,,,,,,,,,,,,
7a10659bcb8e88d97a98531df0dcd2be,,,,,,,,,,,,,,,,,,,,
6fde6bae495dbd16f6cacfe31de263c6,,,,,,,,,,,,,,,,,,,,
dd90adb9ef523d88e8ffcc50c1bc2c47,,,,,,,,,,,,,,,,,,,,
4e3d30015e2540b96ddcfc11dcc42643,,,,,,,,,,,,,,,,,,,,
aca4a61933705a8f547227c4757e10cb,,,,,,,,,,,,,,,,,,,,
5e99ac28f681fbc2c1b49ad2c41a525d,,,,,,,,,,,,,,,,,,,,
63c1d64d1de2d99f101592fb22afa728,,,,,,,,,,,,,,,,,,,,
14a97c92c9427a9c2b254f07ae442ddf,,,,,,,,,,,,,,,,,,,,
4f4826a69b734f19e27008bfa1177585,,,,,,,,,,,,,,,,,,,,
0d8525708edd96daf05c39b671e8889d,,,,,,,,,,,,,,,,,,,,
